Files already downloaded and verified
Writing logs to logs/CNN_bn_bs=128_lr=0.1_run_8
epoch: [0], step: [9/391], batch loss: 2.14805, batch accuracy: 28.91, data load time: 0.00029, step time: 0.02541
epoch: [0], step: [19/391], batch loss: 1.70669, batch accuracy: 46.09, data load time: 0.00030, step time: 0.02344
epoch: [0], step: [29/391], batch loss: 2.02872, batch accuracy: 36.72, data load time: 0.00028, step time: 0.02363
epoch: [0], step: [39/391], batch loss: 2.13089, batch accuracy: 40.62, data load time: 0.00028, step time: 0.02363
epoch: [0], step: [49/391], batch loss: 1.63924, batch accuracy: 45.31, data load time: 0.00029, step time: 0.02360
epoch: [0], step: [59/391], batch loss: 1.81955, batch accuracy: 38.28, data load time: 0.00030, step time: 0.02353
epoch: [0], step: [69/391], batch loss: 1.71045, batch accuracy: 42.97, data load time: 0.00029, step time: 0.02362
epoch: [0], step: [79/391], batch loss: 1.64392, batch accuracy: 44.53, data load time: 0.00030, step time: 0.02364
epoch: [0], step: [89/391], batch loss: 1.51699, batch accuracy: 43.75, data load time: 0.00029, step time: 0.02358
epoch: [0], step: [99/391], batch loss: 1.18475, batch accuracy: 55.47, data load time: 0.00029, step time: 0.02361
epoch: [0], step: [109/391], batch loss: 1.41961, batch accuracy: 52.34, data load time: 0.00029, step time: 0.02371
epoch: [0], step: [119/391], batch loss: 1.68706, batch accuracy: 35.94, data load time: 0.00029, step time: 0.02330
epoch: [0], step: [129/391], batch loss: 1.27544, batch accuracy: 54.69, data load time: 0.00029, step time: 0.02331
epoch: [0], step: [139/391], batch loss: 1.32499, batch accuracy: 51.56, data load time: 0.00029, step time: 0.02377
epoch: [0], step: [149/391], batch loss: 1.30790, batch accuracy: 49.22, data load time: 0.00029, step time: 0.02320
epoch: [0], step: [159/391], batch loss: 1.27597, batch accuracy: 55.47, data load time: 0.00029, step time: 0.02331
epoch: [0], step: [169/391], batch loss: 1.28989, batch accuracy: 51.56, data load time: 0.00029, step time: 0.02369
epoch: [0], step: [179/391], batch loss: 1.21854, batch accuracy: 56.25, data load time: 0.00029, step time: 0.02308
epoch: [0], step: [189/391], batch loss: 1.32583, batch accuracy: 52.34, data load time: 0.00030, step time: 0.02316
epoch: [0], step: [199/391], batch loss: 1.43736, batch accuracy: 46.88, data load time: 0.00029, step time: 0.02303
epoch: [0], step: [209/391], batch loss: 1.16589, batch accuracy: 56.25, data load time: 0.00029, step time: 0.02321
epoch: [0], step: [219/391], batch loss: 1.47920, batch accuracy: 42.97, data load time: 0.00030, step time: 0.02313
epoch: [0], step: [229/391], batch loss: 1.23244, batch accuracy: 58.59, data load time: 0.00029, step time: 0.02320
epoch: [0], step: [239/391], batch loss: 1.24377, batch accuracy: 61.72, data load time: 0.00029, step time: 0.02315
epoch: [0], step: [249/391], batch loss: 1.21613, batch accuracy: 52.34, data load time: 0.00029, step time: 0.02321
epoch: [0], step: [259/391], batch loss: 1.07290, batch accuracy: 60.16, data load time: 0.00030, step time: 0.02308
epoch: [0], step: [269/391], batch loss: 1.29707, batch accuracy: 56.25, data load time: 0.00029, step time: 0.02324
epoch: [0], step: [279/391], batch loss: 1.13050, batch accuracy: 57.81, data load time: 0.00029, step time: 0.02318
epoch: [0], step: [289/391], batch loss: 1.17914, batch accuracy: 58.59, data load time: 0.00030, step time: 0.02304
epoch: [0], step: [299/391], batch loss: 1.23251, batch accuracy: 51.56, data load time: 0.00029, step time: 0.02309
epoch: [0], step: [309/391], batch loss: 1.27277, batch accuracy: 55.47, data load time: 0.00030, step time: 0.02315
epoch: [0], step: [319/391], batch loss: 1.06949, batch accuracy: 61.72, data load time: 0.00029, step time: 0.02315
epoch: [0], step: [329/391], batch loss: 1.24247, batch accuracy: 57.03, data load time: 0.00029, step time: 0.02320
epoch: [0], step: [339/391], batch loss: 1.08050, batch accuracy: 61.72, data load time: 0.00025, step time: 0.00489
epoch: [0], step: [349/391], batch loss: 1.17147, batch accuracy: 60.94, data load time: 0.00025, step time: 0.00491
epoch: [0], step: [359/391], batch loss: 1.13989, batch accuracy: 58.59, data load time: 0.00025, step time: 0.00490
epoch: [0], step: [369/391], batch loss: 1.06445, batch accuracy: 60.94, data load time: 0.00025, step time: 0.00460
epoch: [0], step: [379/391], batch loss: 0.99466, batch accuracy: 58.59, data load time: 0.00026, step time: 0.00460
epoch: [0], step: [389/391], batch loss: 1.15864, batch accuracy: 60.94, data load time: 0.00025, step time: 0.00457
epoch: [1], step: [8/391], batch loss: 0.83100, batch accuracy: 68.75, data load time: 0.00029, step time: 0.02353
epoch: [1], step: [18/391], batch loss: 0.95679, batch accuracy: 64.84, data load time: 0.00030, step time: 0.02481
epoch: [1], step: [28/391], batch loss: 0.99588, batch accuracy: 65.62, data load time: 0.00028, step time: 0.02367
epoch: [1], step: [38/391], batch loss: 0.85585, batch accuracy: 72.66, data load time: 0.00028, step time: 0.02390
epoch: [1], step: [48/391], batch loss: 0.96986, batch accuracy: 63.28, data load time: 0.00028, step time: 0.02313
epoch: [1], step: [58/391], batch loss: 0.96054, batch accuracy: 66.41, data load time: 0.00028, step time: 0.02391
epoch: [1], step: [68/391], batch loss: 0.88067, batch accuracy: 68.75, data load time: 0.00028, step time: 0.02365
epoch: [1], step: [78/391], batch loss: 1.00884, batch accuracy: 61.72, data load time: 0.00028, step time: 0.02378
epoch: [1], step: [88/391], batch loss: 1.05528, batch accuracy: 60.94, data load time: 0.00028, step time: 0.02330
epoch: [1], step: [98/391], batch loss: 0.71419, batch accuracy: 69.53, data load time: 0.00029, step time: 0.02335
epoch: [1], step: [108/391], batch loss: 0.94411, batch accuracy: 70.31, data load time: 0.00029, step time: 0.02361
epoch: [1], step: [118/391], batch loss: 0.80335, batch accuracy: 71.88, data load time: 0.00029, step time: 0.02333
epoch: [1], step: [128/391], batch loss: 1.04898, batch accuracy: 60.94, data load time: 0.00029, step time: 0.02332
epoch: [1], step: [138/391], batch loss: 1.02719, batch accuracy: 60.94, data load time: 0.00029, step time: 0.02358
epoch: [1], step: [148/391], batch loss: 0.93503, batch accuracy: 64.84, data load time: 0.00029, step time: 0.02327
epoch: [1], step: [158/391], batch loss: 0.76126, batch accuracy: 73.44, data load time: 0.00029, step time: 0.02343
epoch: [1], step: [168/391], batch loss: 0.81253, batch accuracy: 72.66, data load time: 0.00030, step time: 0.02317
epoch: [1], step: [178/391], batch loss: 0.96221, batch accuracy: 62.50, data load time: 0.00030, step time: 0.02312
epoch: [1], step: [188/391], batch loss: 0.93240, batch accuracy: 68.75, data load time: 0.00030, step time: 0.02312
