Files already downloaded and verified
Writing logs to logs/CNN_bs=128_lr=0.1_run_1
epoch: [0], step: [9/391], batch loss: 2.28123, batch accuracy: 16.41, data load time: 0.00031, step time: 0.02743
epoch: [0], step: [19/391], batch loss: 2.25309, batch accuracy: 14.06, data load time: 0.00031, step time: 0.02574
epoch: [0], step: [29/391], batch loss: 2.14279, batch accuracy: 26.56, data load time: 0.00030, step time: 0.02573
epoch: [0], step: [39/391], batch loss: 2.17825, batch accuracy: 25.00, data load time: 0.00030, step time: 0.02571
epoch: [0], step: [49/391], batch loss: 2.15377, batch accuracy: 18.75, data load time: 0.00030, step time: 0.02580
epoch: [0], step: [59/391], batch loss: 2.76209, batch accuracy: 14.84, data load time: 0.00031, step time: 0.02577
epoch: [0], step: [69/391], batch loss: 1.97306, batch accuracy: 30.47, data load time: 0.00031, step time: 0.02560
epoch: [0], step: [79/391], batch loss: 2.11586, batch accuracy: 15.62, data load time: 0.00030, step time: 0.02565
epoch: [0], step: [89/391], batch loss: 1.99782, batch accuracy: 36.72, data load time: 0.00031, step time: 0.02568
epoch: [0], step: [99/391], batch loss: 1.76024, batch accuracy: 41.41, data load time: 0.00031, step time: 0.02576
epoch: [0], step: [109/391], batch loss: 1.85874, batch accuracy: 37.50, data load time: 0.00031, step time: 0.02575
epoch: [0], step: [119/391], batch loss: 1.96305, batch accuracy: 32.81, data load time: 0.00032, step time: 0.02568
epoch: [0], step: [129/391], batch loss: 1.78980, batch accuracy: 36.72, data load time: 0.00031, step time: 0.02577
epoch: [0], step: [139/391], batch loss: 1.68521, batch accuracy: 44.53, data load time: 0.00032, step time: 0.02571
epoch: [0], step: [149/391], batch loss: 1.74978, batch accuracy: 42.19, data load time: 0.00031, step time: 0.02572
epoch: [0], step: [159/391], batch loss: 1.65453, batch accuracy: 45.31, data load time: 0.00031, step time: 0.02576
epoch: [0], step: [169/391], batch loss: 1.92026, batch accuracy: 22.66, data load time: 0.00031, step time: 0.02551
epoch: [0], step: [179/391], batch loss: 1.82551, batch accuracy: 39.06, data load time: 0.00031, step time: 0.02549
